audit_position,model_version,table_name,chinese_name,domain,foundation_tier,lifecycle,row_grain,storage_class,minimum_grain_verdict,derivability,physical_reason,derived_fields_or_outputs,action,r5_status,claude_fable_5_result,writer,readers,mutation_policy
121,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_survey_question_option,问卷选项,mkt,CORE_BUSINESS,CORE_MIGRATION,题目 × 选项代码一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存选择题选项代码、文本、顺序和可选分析标签。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,营销/HBTI后台,HBTI | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
122,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_survey_response,问卷作答,mkt,CORE_BUSINESS,CORE_MIGRATION,活动会员 × 尝试次数一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,保存会员对某活动版本的一次完整、部分或仅有历史结果锚点的问卷尝试。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,HBTI应用,HBTI | 分析/BI,CONTROLLED_UPDATE_UNTIL_TERMINAL
123,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_survey_answer,问卷题目答案,mkt,CORE_BUSINESS,CORE_MIGRATION,作答 × 题目 × 原子答案值一行,CORE_BASE_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,逐个原子值保存选项、评分、布尔或文本答案；多选题每个被选选项各占一行，不把多个外键塞进数组。；这是来源原值或最小业务事件，是多种派生分析的不可替代输入。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,HBTI应用,HBTI | 分析/BI,APPEND_ONLY
124,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_survey_result,问卷测评结果,mkt,CORE_BUSINESS,CORE_MIGRATION,问卷作答 × 结果类型 × 算法版本一行,CORE_DECISION_OUTPUT,PASS_HISTORICAL_DECISION_FACT,CALCULABLE_BUT_CURRENT_INPUTS_CANNOT_RECREATE_PAST_DECISION,保存一次问卷作答锚点经具体算法版本计算或由历史来源迁入的 HBTI 类型及其他测评结果；历史结果可能缺少原答案，不能冒充可复算。；虽然数值可计算，但该版本曾被提出、批准或用于触发行动，历史决定本身不可从当前输入反推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,HBTI结果计算服务,HBTI | 财务网站 | 分析/BI,APPEND_ONLY
125,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_reward,活动奖励主数据,mkt,CORE_BUSINESS,CORE_MIGRATION,一个可发放奖励一行,CORE_MASTER_IDENTITY,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,维护礼品、优惠券或权益的稳定身份。；稳定身份、有效期映射、单位换算或已发布定义无法从交易结果可靠反推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,营销后台,HBTI | 财务网站 | 分析/BI,CONTROLLED_UPDATE
126,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_reward_stock,活动奖励库存,mkt,CORE_BUSINESS,CORE_MIGRATION,活动版本 × 地点 × 奖励一行,CORE_WORKFLOW_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,PARTIAL_FIELDS_DERIVED_IN_VIEW,保存活动版本、地点和奖励的可用、预留和已发数量。；人工决定、批准、状态转换或业务副作用本身就是事实，不能从最终结果倒推。,available quantity and counter reconciliation -> v_mkt_reward_stock_reconciliation,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,HBTI/营销库存服务,HBTI | 财务网站 | 分析/BI,CONTROLLED_WORKFLOW
127,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,mkt_reward_claim,活动奖励领取,mkt,CORE_BUSINESS,CORE_MIGRATION,活动会员 × 一次奖励领取一行,CORE_WORKFLOW_FACT,PASS_MINIMUM_PHYSICAL_FOUNDATION,NO,记录会员选择、预留、发放、到期或取消一份奖励的完整状态。；人工决定、批准、状态转换或业务副作用本身就是事实，不能从最终结果倒推。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,HBTI/营销库存服务,HBTI | 财务网站 | 分析/BI,CONTROLLED_WORKFLOW
128,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,msg_conversation,消息会话,msg,CORE_PLATFORM,CORE_MIGRATION,一个渠道会话一行,CORE_PLATFORM_STATE,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,统一表示内部助手、候选人 WhatsApp 或会员活动的一段会话，并用类型化外键连接业务对象。；身份权限、幂等、安全、任务恢复、审计或投递恢复需要持久技术状态；它不是业务分析表。,last message display -> ordered msg_message,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,BakeryOps消息服务,BakeryOps | HBTI | 分析/BI,CONTROLLED_UPDATE
129,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,msg_message,会话消息,msg,CORE_PLATFORM,CORE_MIGRATION,会话 × 一条消息一行,CORE_PLATFORM_STATE,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,只追加保存会话中的入站、出站和系统消息及经过审核的正文。；身份权限、幂等、安全、任务恢复、审计或投递恢复需要持久技术状态；它不是业务分析表。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,BakeryOps消息服务,BakeryOps | HBTI,APPEND_ONLY
130,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,msg_conversation_state,会话流程状态,msg,CORE_PLATFORM,CORE_MIGRATION,会话 × 工作流代码一行,CORE_PLATFORM_STATE,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存招聘或助手多轮流程的当前节点、已收集参数和到期时间；完成后仍保留最终状态摘要。；身份权限、幂等、安全、任务恢复、审计或投递恢复需要持久技术状态；它不是业务分析表。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,BakeryOps编排器,BakeryOps,CONTROLLED_WORKFLOW
131,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,msg_outbound_message,外发消息队列,msg,CORE_PLATFORM,CORE_MIGRATION,一次计划外发消息一行,CORE_PLATFORM_STATE,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,保存待发送消息、业务推送自然键、最早发送时间、幂等键和队列状态；投递次数、最后错误和成功去重结论从投递事实派生。；身份权限、幂等、安全、任务恢复、审计或投递恢复需要持久技术状态；它不是业务分析表。,attempt count and last error -> ordered msg_delivery_attempt | successful daily-push deduplication -> queue natural key + delivery facts,R6_MERGE_INTO: absorb msg_push_deduplication; queue natural key plus delivery facts determines success,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP; CODEX_FURTHER_MERGED_REDUNDANT_CORE_SHELL,BakeryOps消息服务,BakeryOps | HBTI,CONTROLLED_QUEUE_STATE
132,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,msg_delivery_attempt,消息投递尝试,msg,CORE_PLATFORM,CORE_MIGRATION,外发消息 × 一次发送尝试一行,CORE_PLATFORM_STATE,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,只追加记录外发消息每次调用渠道、结果、外部消息ID和脱敏错误。；身份权限、幂等、安全、任务恢复、审计或投递恢复需要持久技术状态；它不是业务分析表。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,BakeryOps消息worker,BakeryOps | 分析/BI,APPEND_ONLY
133,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,msg_delivery_event,消息投递状态事件,msg,EXTENSION_PACK:CHANNEL_RECEIPTS,PLANNED_MODULE,外发消息 × 一次渠道状态事件一行,EXTENSION_PACK,NOT_PHASE1_EXTENSION_ONLY,NOT_APPLICABLE_UNTIL_MODULE_ENABLED,只追加保存渠道回执中的 SENT、DELIVERED、READ、FAILED 等状态变化，避免覆盖消息历史状态。；只有对应模块启用并出现真实写入者、业务副作用或处理历史时才物理实施，首期不建。,,DESIGN_ONLY_DO_NOT_CREATE,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_EXTENSION_LATER,BakeryOps消息回执服务,BakeryOps | HBTI | 分析/BI,APPEND_ONLY
134,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,ai_prompt_segment,Prompt片段版本,ai,CORE_PLATFORM,CORE_MIGRATION,Prompt片段代码 × 版本号一行,CORE_PLATFORM_STATE,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,一行冻结一个可复用 Prompt 片段版本的内容、变量结构和校验值；不在每个模板关联中重复复制内容。；身份权限、幂等、安全、任务恢复、审计或投递恢复需要持久技术状态；它不是业务分析表。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,BakeryOps AI配置,BakeryOps | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
135,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,ai_prompt_template,Prompt模板版本,ai,CORE_PLATFORM,CORE_MIGRATION,AI场景代码 × 版本号一行,CORE_PLATFORM_STATE,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,一行冻结一个 AI 场景模板版本的模型、参数、输出 schema 和安全策略；不再为稳定模板头另拆版本表。；身份权限、幂等、安全、任务恢复、审计或投递恢复需要持久技术状态；它不是业务分析表。,,R6_MERGE_INTO: each row is one immutable template version; no separate template-version table,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_KEEP_PLUS_MERGED_R5_OBJECT,BakeryOps AI配置,BakeryOps | 分析/BI,DRAFT_MUTABLE_THEN_FROZEN
136,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,ai_prompt_template_segment,模板片段组合,ai,CORE_PLATFORM,CORE_MIGRATION,模板版本 × 顺序一行,CORE_PLATFORM_STATE,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,按顺序连接模板版本和已冻结片段版本，只保存组合关系及消息角色。；身份权限、幂等、安全、任务恢复、审计或投递恢复需要持久技术状态；它不是业务分析表。,content/hash/variable schema -> referenced ai_prompt_segment version,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,BakeryOps AI配置,BakeryOps | 分析/BI,APPEND_ONLY
137,HOTCRUSH-CORE-V1-REVIEW-R6-2026-08-10,ai_call,AI调用流水,ai,CORE_PLATFORM,CORE_MIGRATION,一次模型请求一行,CORE_PLATFORM_STATE,PASS_PLATFORM_SIDECAR_NOT_BUSINESS_FACT,NOT_DERIVABLE_FOR_RECOVERY_OR_SECURITY,记录一次模型调用的模板版本、调用方、输入引用、输出、token、成本、延迟和验证结果。；身份权限、幂等、安全、任务恢复、审计或投递恢复需要持久技术状态；它不是业务分析表。,,KEEP_IN_PHASE1,R5_PHYSICAL_CANDIDATE_REAUDITED_IN_R6,CLAUDE_CORE_KEEP,BakeryOps AI服务,BakeryOps | 安全管理员 | 分析/BI,CONTROLLED_UPDATE_UNTIL_TERMINAL
