object_type,object_name,ordinal_position,column_name,data_type,nullable,default,identity_kind,generated_kind,meaning,meaning_evidence_status,constraints,misuse_warning
table,product,23,baseline_day_count,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,product,24,time_slots,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,product_alias,1,id,integer,False,nextval('product_alias_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,product_alias,2,alias,character varying(200),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,unique: UNIQUE (alias),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,product_alias,3,standard_name,character varying(200),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,product_alias,4,created_at,timestamp with time zone,True,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,product_alias,5,updated_at,timestamp with time zone,True,now(),,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,product_alias,6,item_key,text,True,—,,,POS 来源商品组合键；它是来源身份，不等于统一 product_id。,合理推测：通用命名；需代码确认,foreign_key: FOREIGN KEY (item_key) REFERENCES pos_product(item_key) ON DELETE SET NULL,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,1,id,integer,False,nextval('prompt_segment_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,2,segment_key,character varying(100),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,unique: UNIQUE (segment_key),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,3,category,character varying(50),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,4,title,character varying(200),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,5,content,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,6,variables,text,True,''::text,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,7,sort_order,integer,True,0,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,8,is_active,boolean,True,true,,,字段名显示它可能是 is_active 的布尔标记；NULL 与 false 是否不同需确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,9,version,integer,True,1,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,10,created_at,timestamp with time zone,True,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_segment,11,updated_at,timestamp with time zone,True,now(),,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,1,id,integer,False,nextval('prompt_template_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,2,template_key,character varying(100),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,unique: UNIQUE (template_key),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,3,title,character varying(200),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,4,system_instruction_key,character varying(100),False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,5,segment_keys,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,6,model,character varying(50),True,'gemini-2.5-flash'::character varying,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,7,temperature,double precision,True,0.1,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,8,top_p,double precision,True,0.85,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,9,is_active,boolean,True,true,,,字段名显示它可能是 is_active 的布尔标记；NULL 与 false 是否不同需确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,10,created_at,timestamp with time zone,True,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,prompt_template,11,updated_at,timestamp with time zone,True,now(),,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,schema_migrations,1,version,integer,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,primary_key: PRIMARY KEY (version),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,schema_migrations,2,name,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,schema_migrations,3,applied_at,timestamp with time zone,True,now(),,,字段名显示它可能存放 applied 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,schema_migrations,4,filename,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,schema_migrations,5,checksum,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,1,id,uuid,False,gen_random_uuid(),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,2,rule_type,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,3,category,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,4,description,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,5,evidence,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,6,confidence,real,False,0.5,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,7,sample_count,integer,False,0,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,8,job_titles,text[],False,'{}'::text[],,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,9,departments,text[],False,'{}'::text[],,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,10,is_active,boolean,False,true,,,字段名显示它可能是 is_active 的布尔标记；NULL 与 false 是否不同需确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,11,created_at,timestamp with time zone,False,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,screening_rules,12,updated_at,timestamp with time zone,False,now(),,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,session_state,1,conversation_id,text,False,—,,,字段名显示它可能存放 conversation 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,primary_key: PRIMARY KEY (conversation_id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,session_state,2,user_id,text,True,—,,,字段名显示它可能存放 user 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,session_state,3,current_skill_id,text,True,—,,,字段名显示它可能存放 current_skill 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,session_state,4,pending_action,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,session_state,5,collected_inputs,jsonb,False,'{}'::jsonb,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,session_state,6,missing_inputs,text[],False,'{}'::text[],,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,session_state,7,last_active_at,timestamp with time zone,False,now(),,,字段名显示它可能存放 last_active 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,1,user_id,text,False,—,,,业务主键。WhatsApp 来源沿用 ops_user.user_id；飞书来源为 'lark:'||open_id。,已确认：生产库字段注释,primary_key: PRIMARY KEY (user_id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,2,name,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,3,role,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,4,is_active,boolean,False,true,,,字段名显示它可能是 is_active 的布尔标记；NULL 与 false 是否不同需确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,5,phone,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,6,lid,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,7,permissions,text[],True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,8,store_ids,text[],True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,9,lark_open_id,text,True,—,,,字段名显示它可能存放 lark_open 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,unique: UNIQUE (lark_open_id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,10,lark_department,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,11,alias,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,12,subscriptions,text[],True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,13,lark_synced_at,timestamp with time zone,True,—,,,字段名显示它可能存放 lark_synced 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,14,created_at,timestamp with time zone,True,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,staff,15,updated_at,timestamp with time zone,False,now(),,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,1,id,uuid,False,gen_random_uuid(),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,foreign_key: FOREIGN KEY (appointment_id) REFERENCES appointments(id) | primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,2,store_id,text,False,—,,,当前表声明的门店标识；需确认它引用哪套门店主数据。,合理推测：通用命名；需代码确认,foreign_key: FOREIGN KEY (store_id) REFERENCES ops_store(store_code),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,3,appointment_id,uuid,False,—,,,字段名显示它可能存放 appointment 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,foreign_key: FOREIGN KEY (appointment_id) REFERENCES appointments(id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,4,position_code,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,5,score,numeric,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,6,feedback,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,7,attitude_summary,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,8,red_line,boolean,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,9,recommendation,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,"check: CHECK (recommendation = ANY (ARRAY['建议录用'::text, '有条件录用'::text, '延长试工'::text, '不建议录用'::text]))",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,10,decided_by_user_id,text,True,—,,,字段名显示它可能存放 decided_by_user 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,foreign_key: FOREIGN KEY (decided_by_user_id) REFERENCES staff(user_id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,11,decided_at,timestamp with time zone,True,—,,,字段名显示它可能存放 decided 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,trials,12,created_at,timestamp with time zone,False,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,1,id,uuid,False,gen_random_uuid(),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,foreign_key: FOREIGN KEY (application_id) REFERENCES applications(id) | primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,2,store_id,text,True,—,,,当前表声明的门店标识；需确认它引用哪套门店主数据。,合理推测：通用命名；需代码确认,foreign_key: FOREIGN KEY (store_id) REFERENCES ops_store(store_code),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,3,phone,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,unique: UNIQUE (phone),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,4,application_id,uuid,True,—,,,字段名显示它可能存放 application 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,foreign_key: FOREIGN KEY (application_id) REFERENCES applications(id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,5,body,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,6,status,text,False,'queued'::text,,,该行业务状态；合法状态集合以当前 CHECK 或写入代码为准。,合理推测：通用命名；需代码确认,"check: CHECK (status = ANY (ARRAY['queued'::text, 'sending'::text, 'sent'::text, 'failed'::text, 'skipped'::text]))",现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,7,attempts,integer,False,0,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,8,max_attempts,integer,False,3,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,9,last_error,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,10,earliest_at,timestamp with time zone,False,now(),,,字段名显示它可能存放 earliest 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,11,sent_at,timestamp with time zone,True,—,,,字段名显示它可能存放 sent 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_outbound_queue,12,created_at,timestamp with time zone,False,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_send_log,1,id,bigint,False,nextval('wa_send_log_id_seq'::regclass),,,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,primary_key: PRIMARY KEY (id),现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_send_log,2,phone,text,False,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_send_log,3,sent_on,date,False,((now() AT TIME ZONE 'Asia/Kuala_Lumpur'::text))::date,,,字段名显示它可能存放 sent_on 对应的自然日；时区和业务口径待确认。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
table,wa_send_log,4,created_at,timestamp with time zone,False,now(),,,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,daily_sales_record,1,product_name,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,daily_sales_record,2,standard_name,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,daily_sales_record,3,quantity,integer,True,—,,,数量；单位需按表及写入源确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,daily_sales_record,4,date,text,True,—,,,当前表使用的日期字段；是否为营业日及其时区需按写入代码确认。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,daily_sales_record,5,day_of_week,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,daily_sales_record,6,item_key,text,True,—,,,POS 来源商品组合键；它是来源身份，不等于统一 product_id。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,product_material_cost,1,product_name,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,product_material_cost,2,material_cost,"numeric(38,12)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,product_material_cost,3,cost_source,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,product_material_cost,4,confidence,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,product_material_cost,5,updated_at,timestamp with time zone,True,—,,,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,timeslot_sales_record,1,product_name,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,timeslot_sales_record,2,day_type,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,timeslot_sales_record,3,time_slot,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,timeslot_sales_record,4,avg_quantity,double precision,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,timeslot_sales_record,5,sample_count,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,v_cost_card_current_cost,1,recipe_id,bigint,True,—,,,字段名显示它可能存放 recipe 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,v_cost_card_current_cost,2,item_id,bigint,True,—,,,字段名显示它可能存放 item 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,v_cost_card_current_cost,3,item_name,text,True,—,,,来源或展示商品名；可变且不能作为跨模块稳定连接键。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,v_cost_card_current_cost,4,version,integer,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,v_cost_card_current_cost,5,status,text,True,—,,,该行业务状态；合法状态集合以当前 CHECK 或写入代码为准。,合理推测：通用命名；需代码确认,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,v_cost_card_current_cost,6,batch_yield,"numeric(18,6)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,v_cost_card_current_cost,7,batch_unit,text,True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
view,v_cost_card_current_cost,8,sale_price,"numeric(18,6)",True,—,,,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,,现有列的业务定义若为待验证，不应直接复制到目标库；先以写入代码和样本数据核对。
