current_object_type,current_object,ordinal_position,current_field,current_data_type,current_nullable,current_meaning,meaning_evidence_status,field_disposition,target_field_or_disposition,mapping_basis,field_migration_rule,object_migration_rule,compatibility_rule,risk,implementation_status
table,screening_rules,4,description,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_screening_rule,OBJECT_TRANSFORMATION_RULE,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,招聘流程只展示ACTIVE风险提示，不自动拒绝。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,screening_rules,5,evidence,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_screening_rule,OBJECT_TRANSFORMATION_RULE,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,招聘流程只展示ACTIVE风险提示，不自动拒绝。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,screening_rules,6,confidence,real,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_IF_SEMANTICS_MATCH,hr_screening_rule.confidence,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,招聘流程只展示ACTIVE风险提示，不自动拒绝。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,screening_rules,7,sample_count,integer,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_screening_rule,OBJECT_TRANSFORMATION_RULE,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,招聘流程只展示ACTIVE风险提示，不自动拒绝。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,screening_rules,8,job_titles,text[],False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_screening_rule,OBJECT_TRANSFORMATION_RULE,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,招聘流程只展示ACTIVE风险提示，不自动拒绝。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,screening_rules,9,departments,text[],False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_screening_rule,OBJECT_TRANSFORMATION_RULE,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,招聘流程只展示ACTIVE风险提示，不自动拒绝。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,screening_rules,10,is_active,boolean,False,字段名显示它可能是 is_active 的布尔标记；NULL 与 false 是否不同需确认。,合理推测,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_screening_rule,OBJECT_TRANSFORMATION_RULE,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,招聘流程只展示ACTIVE风险提示，不自动拒绝。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,screening_rules,11,created_at,timestamp with time zone,False,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,PRESERVE_IF_SEMANTICS_MATCH,hr_screening_rule.created_at,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,招聘流程只展示ACTIVE风险提示，不自动拒绝。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,screening_rules,12,updated_at,timestamp with time zone,False,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,PRESERVE_IF_SEMANTICS_MATCH,hr_screening_rule.updated_at,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,全部规则重新做样本、歧视风险和人工批准审查；未批准迁DRAFT，绝不直接ACTIVE。,招聘流程只展示ACTIVE风险提示，不自动拒绝。,HIGH,DESIGN_EXPLICIT_NOT_EXECUTED
table,session_state,1,conversation_id,text,False,字段名显示它可能存放 conversation 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,SPLIT_OR_RESOLVE_BY_OBJECT_RULE,msg_conversation.conversation_id | msg_conversation_state.conversation_id,MULTIPLE_SAME_NAME_TARGETS,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,编排器切新状态表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,session_state,2,user_id,text,True,字段名显示它可能存放 user 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:msg_conversation | msg_conversation_state,OBJECT_TRANSFORMATION_RULE,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,编排器切新状态表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,session_state,3,current_skill_id,text,True,字段名显示它可能存放 current_skill 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:msg_conversation | msg_conversation_state,OBJECT_TRANSFORMATION_RULE,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,编排器切新状态表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,session_state,4,pending_action,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_IF_SEMANTICS_MATCH,msg_conversation_state.pending_action,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,编排器切新状态表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,session_state,5,collected_inputs,jsonb,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:msg_conversation | msg_conversation_state,OBJECT_TRANSFORMATION_RULE,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,编排器切新状态表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,session_state,6,missing_inputs,text[],False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:msg_conversation | msg_conversation_state,OBJECT_TRANSFORMATION_RULE,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,编排器切新状态表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,session_state,7,last_active_at,timestamp with time zone,False,字段名显示它可能存放 last_active 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:msg_conversation | msg_conversation_state,OBJECT_TRANSFORMATION_RULE,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,仅迁仍有效且可定位会话的状态；过期或无会话状态不迁，保留统计摘要。,编排器切新状态表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,1,user_id,text,False,业务主键。WhatsApp 来源沿用 ops_user.user_id；飞书来源为 'lark:'||open_id。,已确认：生产库字段注释,PRESERVE_CHANNEL_SOURCE_ID,hr_employment_source_identity.source_employee_id | app_user.person_id,MANUAL_EXPLICIT_FIELD,按实际渠道注册 source_system_id 后保留为 source_employee_id；不得把 WhatsApp/Lark 标识直接复用为 app_user.user_id 或 employment_id。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,2,name,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_DISPLAY_NAME_NOT_IDENTITY_KEY,hr_person.display_name | app_user.display_name,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_DISPLAY_NAME_NOT_IDENTITY_KEY 处理，唯一允许的目标或处置为 hr_person.display_name | app_user.display_name；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,3,role,text,False,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,NORMALIZE_EMPLOYMENT_AND_RBAC_ROLE,hr_employment.job_title | app_user_role.role_id,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 NORMALIZE_EMPLOYMENT_AND_RBAC_ROLE 处理，唯一允许的目标或处置为 hr_employment.job_title | app_user_role.role_id；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,4,is_active,boolean,False,字段名显示它可能是 is_active 的布尔标记；NULL 与 false 是否不同需确认。,合理推测,NORMALIZE_PERSON_ACCOUNT_STATUS,hr_employment.status | app_user.status,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 NORMALIZE_PERSON_ACCOUNT_STATUS 处理，唯一允许的目标或处置为 hr_employment.status | app_user.status；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,5,phone,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,ENCRYPT_AND_HASH_CONTACT,hr_person_contact.contact_type | hr_person_contact.contact_ciphertext | hr_person_contact.lookup_hash,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 ENCRYPT_AND_HASH_CONTACT 处理，唯一允许的目标或处置为 hr_person_contact.contact_type | hr_person_contact.contact_ciphertext | hr_person_contact.lookup_hash；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,6,lid,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_CHANNEL_SOURCE_ID,hr_employment_source_identity.source_employee_id | hr_employment_mapping_review.evidence,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_CHANNEL_SOURCE_ID 处理，唯一允许的目标或处置为 hr_employment_source_identity.source_employee_id | hr_employment_mapping_review.evidence；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,7,permissions,text[],True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,REAUTHORIZE_NOT_COPY_FREE_TEXT,app_user_role.role_id,MANUAL_EXPLICIT_FIELD,自由权限字符串不得原样复制；逐项映射到已批准角色/权限矩阵并由授权人重新确认，只产生 app_user_role，未知权限阻断切换。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,8,store_ids,text[],True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,RESOLVE_ROLE_SCOPED_LOCATIONS,app_user_location_scope.user_role_id | app_user_location_scope.location_id,MANUAL_EXPLICIT_FIELD,每个旧地点先解析 stable location_id，再绑定到本次批准的具体 user_role_id；禁止把地点范围扩散到账号的所有角色。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,9,lark_open_id,text,True,字段名显示它可能存放 lark_open 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,PRESERVE_LARK_SOURCE_ID,hr_employment_source_identity.source_employee_id,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_LARK_SOURCE_ID 处理，唯一允许的目标或处置为 hr_employment_source_identity.source_employee_id；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,10,lark_department,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_SOURCE_EVIDENCE,hr_employment_source_identity.evidence | hr_employment_mapping_review.evidence,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_EVIDENCE 处理，唯一允许的目标或处置为 hr_employment_source_identity.evidence | hr_employment_mapping_review.evidence；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,11,alias,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_PREFERRED_NAME,hr_person.preferred_name | app_user.display_name,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_PREFERRED_NAME 处理，唯一允许的目标或处置为 hr_person.preferred_name | app_user.display_name；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,12,subscriptions,text[],True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_GOVERNED_NOTIFICATION_PREFERENCE,app_user.notification_subscription_codes,MANUAL_EXPLICIT_FIELD,规范化为大写已登记推送代码、去重并写 notification_subscription_codes；未知代码进入审核，空数组表示明确不订阅而不是来源缺失。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,13,lark_synced_at,timestamp with time zone,True,字段名显示它可能存放 lark_synced 的时间；发生、生效还是入库时间需由写入代码确认。,合理推测,PRESERVE_SOURCE_SYNC_EVIDENCE,hr_employment_source_identity.evidence,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_SYNC_EVIDENCE 处理，唯一允许的目标或处置为 hr_employment_source_identity.evidence；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,14,created_at,timestamp with time zone,True,该行首次写入数据库的时间。,合理推测：通用命名；需代码确认,PRESERVE_SOURCE_AUDIT_EVIDENCE,hr_employment_source_identity.evidence,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_AUDIT_EVIDENCE 处理，唯一允许的目标或处置为 hr_employment_source_identity.evidence；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,staff,15,updated_at,timestamp with time zone,False,该行最后一次更新数据库的时间。,合理推测：通用命名；需代码确认,PRESERVE_SOURCE_AUDIT_EVIDENCE,hr_employment_source_identity.evidence,MANUAL_EXPLICIT_FIELD,本字段只能按字段级动作 PRESERVE_SOURCE_AUDIT_EVIDENCE 处理，唯一允许的目标或处置为 hr_employment_source_identity.evidence；不得退回对象级目标列表、按同名猜列或用其他字段补值。来源 NULL、原始符号、精度、时区、敏感等级和来源命名空间必须原样保留；解析证据不唯一时整行进入审核。,与employees逐人对账后建立person/employment；WhatsApp/Lark标识进入带source_system_id的来源身份，只有来源ID、雇佣期间、地点等证据一致后才确认。role/permissions必须经批准RBAC映射为具体user_role，store_ids再绑定该user_role；不复制自由权限。subscriptions作为账号当前消息偏好代码迁入app_user并经注册表校验。重名、再入职或多来源冲突不得按姓名自动合并。,班表和工时只用employment_id；通知按app_user.notification_subscription_codes，权限按user_role+location_scope；未确认员工映射进入BLOCKER。,CRITICAL,DESIGN_EXPLICIT_NOT_EXECUTED
table,trials,1,id,uuid,False,该表当前使用的技术行标识；具体稳定性取决于表约束。,合理推测：通用命名；需代码确认,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_appointment | hr_assessment | hr_assessment_score,OBJECT_TRANSFORMATION_RULE,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,招聘流程用appointment承接试工执行，用assessment承接评价，不再维护重复trial主表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,trials,2,store_id,text,False,当前表声明的门店标识；需确认它引用哪套门店主数据。,合理推测：通用命名；需代码确认,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_appointment | hr_assessment | hr_assessment_score,OBJECT_TRANSFORMATION_RULE,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,招聘流程用appointment承接试工执行，用assessment承接评价，不再维护重复trial主表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,trials,3,appointment_id,uuid,False,字段名显示它可能存放 appointment 的标识；当前数据库未给该列注释，是否有外键及命名空间见约束列。,合理推测,SPLIT_OR_RESOLVE_BY_OBJECT_RULE,hr_appointment.appointment_id | hr_assessment.appointment_id,MULTIPLE_SAME_NAME_TARGETS,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,招聘流程用appointment承接试工执行，用assessment承接评价，不再维护重复trial主表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,trials,4,position_code,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_appointment | hr_assessment | hr_assessment_score,OBJECT_TRANSFORMATION_RULE,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,招聘流程用appointment承接试工执行，用assessment承接评价，不再维护重复trial主表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,trials,5,score,numeric,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,PRESERVE_IF_SEMANTICS_MATCH,hr_assessment_score.score,UNIQUE_SAME_NAME_CANDIDATE,必须通过类型、空值、单位、时间和样本对账；同名本身不是迁移证据。失败则按对象迁移规则转换。,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,招聘流程用appointment承接试工执行，用assessment承接评价，不再维护重复trial主表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
table,trials,6,feedback,text,True,生产库没有该字段注释；仅凭字段名无法可靠确认其业务数据、单位或口径。,待验证,TRANSFORM_BY_OBJECT_RULE,OBJECT_TARGETS:hr_appointment | hr_assessment | hr_assessment_score,OBJECT_TRANSFORMATION_RULE,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,试工预约与实际开始/结束、结果、安全事件合并到appointment；评分总览和评分项拆assessment。缺评分项模板时保留总分并标历史。,招聘流程用appointment承接试工执行，用assessment承接评价，不再维护重复trial主表。,MEDIUM,DESIGN_EXPLICIT_NOT_EXECUTED
