guardrail_type,current_object,guardrail_name,current_definition,current_enabled_or_valid,current_object_disposition,target_objects,required_action,verification_gate,implementation_status
CONSTRAINT,wa_outbound_queue,wa_outbound_queue_status_check,"CHECK (status = ANY (ARRAY['queued'::text, 'sending'::text, 'sent'::text, 'failed'::text, 'skipped'::text]))",True,MIGRATE_ACTIVE_ONLY,msg_outbound_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,wa_outbound_queue,wa_outbound_queue_application_id_fkey,FOREIGN KEY (application_id) REFERENCES applications(id),True,MIGRATE_ACTIVE_ONLY,msg_outbound_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,wa_outbound_queue,wa_outbound_queue_store_id_fkey,FOREIGN KEY (store_id) REFERENCES ops_store(store_code),True,MIGRATE_ACTIVE_ONLY,msg_outbound_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,wa_outbound_queue,wa_outbound_queue_pkey,PRIMARY KEY (id),True,MIGRATE_ACTIVE_ONLY,msg_outbound_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,wa_outbound_queue,wa_outbound_queue_phone_key,UNIQUE (phone),True,MIGRATE_ACTIVE_ONLY,msg_outbound_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
CONSTRAINT,wa_send_log,wa_send_log_pkey,PRIMARY KEY (id),True,MIGRATE_SUMMARY,msg_outbound_message | msg_delivery_attempt | msg_delivery_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,VALIDATION_AND_FK_ACTION_TEST,DESIGN_MAPPED_NOT_EXECUTED
INDEX,ai_call_log,ai_call_log_pkey,CREATE UNIQUE INDEX ai_call_log_pkey ON public.ai_call_log USING btree (id),True,SPLIT_REDACT,ai_call,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,ai_daily_correction,ai_daily_correction_date_key,CREATE UNIQUE INDEX ai_daily_correction_date_key ON public.ai_daily_correction USING btree (date),True,MERGE,ops_production_plan_line | ai_call,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,ai_daily_correction,ai_daily_correction_pkey,CREATE UNIQUE INDEX ai_daily_correction_pkey ON public.ai_daily_correction USING btree (id),True,MERGE,ops_production_plan_line | ai_call,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_audit_log,app_audit_log_actor_idx,"CREATE INDEX app_audit_log_actor_idx ON public.app_audit_log USING btree (user_id, created_at DESC)",True,MIGRATE,app_audit_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_audit_log,app_audit_log_finance_import_idx,"CREATE INDEX app_audit_log_finance_import_idx ON public.app_audit_log USING btree (created_at DESC, id DESC) WHERE (action = 'finance.import'::text)",True,MIGRATE,app_audit_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_audit_log,app_audit_log_object_idx,"CREATE INDEX app_audit_log_object_idx ON public.app_audit_log USING btree (object_type, object_id, created_at DESC)",True,MIGRATE,app_audit_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_audit_log,app_audit_log_pkey,CREATE UNIQUE INDEX app_audit_log_pkey ON public.app_audit_log USING btree (id),True,MIGRATE,app_audit_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_role,app_role_code_key,CREATE UNIQUE INDEX app_role_code_key ON public.app_role USING btree (code),True,MIGRATE,app_role,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_role,app_role_pkey,CREATE UNIQUE INDEX app_role_pkey ON public.app_role USING btree (id),True,MIGRATE,app_role,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_session,app_session_active_user_idx,"CREATE INDEX app_session_active_user_idx ON public.app_session USING btree (user_id, expires_at DESC) WHERE (revoked_at IS NULL)",True,REISSUE_NOT_MIGRATE,app_session,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_session,app_session_expiry_idx,CREATE INDEX app_session_expiry_idx ON public.app_session USING btree (expires_at) WHERE (revoked_at IS NULL),True,REISSUE_NOT_MIGRATE,app_session,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_session,app_session_pkey,CREATE UNIQUE INDEX app_session_pkey ON public.app_session USING btree (id),True,REISSUE_NOT_MIGRATE,app_session,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_session,app_session_token_hash_key,CREATE UNIQUE INDEX app_session_token_hash_key ON public.app_session USING btree (token_hash),True,REISSUE_NOT_MIGRATE,app_session,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_user,app_user_active_idx,"CREATE INDEX app_user_active_idx ON public.app_user USING btree (is_active, locked_until)",True,MIGRATE,app_user | app_user_role,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_user,app_user_email_uq,CREATE UNIQUE INDEX app_user_email_uq ON public.app_user USING btree (lower(btrim(email))) WHERE (email IS NOT NULL),True,MIGRATE,app_user | app_user_role,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_user,app_user_pkey,CREATE UNIQUE INDEX app_user_pkey ON public.app_user USING btree (id),True,MIGRATE,app_user | app_user_role,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_user,app_user_role_code_idx,CREATE INDEX app_user_role_code_idx ON public.app_user USING btree (role_code),True,MIGRATE,app_user | app_user_role,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_user,app_user_username_uq,CREATE UNIQUE INDEX app_user_username_uq ON public.app_user USING btree (lower(btrim(username))),True,MIGRATE,app_user | app_user_role,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_user_store_scope,app_user_store_scope_pkey,"CREATE UNIQUE INDEX app_user_store_scope_pkey ON public.app_user_store_scope USING btree (user_id, store)",True,MIGRATE_REKEY,app_user_role | app_user_location_scope,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,app_user_store_scope,app_user_store_scope_store_idx,"CREATE INDEX app_user_store_scope_store_idx ON public.app_user_store_scope USING btree (store, user_id)",True,MIGRATE_REKEY,app_user_role | app_user_location_scope,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,applications,applications_pkey,CREATE UNIQUE INDEX applications_pkey ON public.applications USING btree (id),True,MIGRATE_REKEY,hr_person | hr_application | hr_employment_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,applications,idx_applications_store_opening_external,"CREATE UNIQUE INDEX idx_applications_store_opening_external ON public.applications USING btree (store_id, job_opening_id, external_applicant_id) WHERE (external_applicant_id IS NOT NULL)",True,MIGRATE_REKEY,hr_person | hr_application | hr_employment_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,applications,idx_applications_store_phone,"CREATE UNIQUE INDEX idx_applications_store_phone ON public.applications USING btree (store_id, phone) WHERE (phone IS NOT NULL)",True,MIGRATE_REKEY,hr_person | hr_application | hr_employment_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,applications,idx_applications_store_stage,"CREATE INDEX idx_applications_store_stage ON public.applications USING btree (store_id, stage)",True,MIGRATE_REKEY,hr_person | hr_application | hr_employment_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,appointments,appointments_pkey,CREATE UNIQUE INDEX appointments_pkey ON public.appointments USING btree (id),True,MIGRATE,hr_appointment,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,appointments,idx_appointments_store_scheduled,"CREATE INDEX idx_appointments_store_scheduled ON public.appointments USING btree (store_id, scheduled_for)",True,MIGRATE,hr_appointment,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,business_rule,business_rule_pkey,CREATE UNIQUE INDEX business_rule_pkey ON public.business_rule USING btree (id),True,CLASSIFY_VERSION,ops_business_rule | v_ops_holiday_factor,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,business_rule,uk_rule_key,CREATE UNIQUE INDEX uk_rule_key ON public.business_rule USING btree (rule_key),True,CLASSIFY_VERSION,ops_business_rule | v_ops_holiday_factor,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,candidate_conversations,candidate_conversations_pkey,CREATE UNIQUE INDEX candidate_conversations_pkey ON public.candidate_conversations USING btree (id),True,SPLIT,msg_conversation | msg_conversation_state | hr_application,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,candidate_conversations,candidate_conversations_store_id_phone_key,"CREATE UNIQUE INDEX candidate_conversations_store_id_phone_key ON public.candidate_conversations USING btree (store_id, phone)",True,SPLIT,msg_conversation | msg_conversation_state | hr_application,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,candidate_conversations,idx_candidate_conversations_application,CREATE INDEX idx_candidate_conversations_application ON public.candidate_conversations USING btree (application_id),True,SPLIT,msg_conversation | msg_conversation_state | hr_application,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,chat_history,chat_history_pkey,CREATE UNIQUE INDEX chat_history_pkey ON public.chat_history USING btree (id),True,RETENTION_FILTER,msg_conversation | msg_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,chat_history,idx_chat_history_conversation,"CREATE INDEX idx_chat_history_conversation ON public.chat_history USING btree (conversation_id, created_at)",True,RETENTION_FILTER,msg_conversation | msg_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,context_event,context_event_pkey,CREATE UNIQUE INDEX context_event_pkey ON public.context_event USING btree (id),True,CLASSIFY_SPLIT,ops_calendar_event | ops_operational_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,context_event,idx_ce_date,CREATE INDEX idx_ce_date ON public.context_event USING btree (date),True,CLASSIFY_SPLIT,ops_calendar_event | ops_operational_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_item,cost_card_item_name_type_uq,"CREATE UNIQUE INDEX cost_card_item_name_type_uq ON public.cost_card_item USING btree (lower(btrim(name)), item_type)",True,TYPE_SPLIT,ops_product | ops_product_alias | scm_material | scm_material_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_item,cost_card_item_pkey,CREATE UNIQUE INDEX cost_card_item_pkey ON public.cost_card_item USING btree (id),True,TYPE_SPLIT,ops_product | ops_product_alias | scm_material | scm_material_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_item,cost_card_item_source_ref_uq,CREATE UNIQUE INDEX cost_card_item_source_ref_uq ON public.cost_card_item USING btree (source_ref) WHERE (source_ref IS NOT NULL),True,TYPE_SPLIT,ops_product | ops_product_alias | scm_material | scm_material_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_item,cost_card_item_status_type_idx,"CREATE INDEX cost_card_item_status_type_idx ON public.cost_card_item USING btree (status, item_type, name)",True,TYPE_SPLIT,ops_product | ops_product_alias | scm_material | scm_material_source_identity,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_item_name_lock,cost_card_item_name_lock_pkey,CREATE UNIQUE INDEX cost_card_item_name_lock_pkey ON public.cost_card_item_name_lock USING btree (name_key),True,RETIRE,NONE,ARCHIVE_AND_PROVE_NO_RUNTIME_DEPENDENCY,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_item_price,cost_card_item_price_current_idx,"CREATE INDEX cost_card_item_price_current_idx ON public.cost_card_item_price USING btree (item_id, effective_from DESC, created_at DESC)",True,MIGRATE_REKEY,scm_supplier_price_observation | cost_card_material_price,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_item_price,cost_card_item_price_pkey,CREATE UNIQUE INDEX cost_card_item_price_pkey ON public.cost_card_item_price USING btree (id),True,MIGRATE_REKEY,scm_supplier_price_observation | cost_card_material_price,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_product_link,cost_card_product_link_item_idx,CREATE INDEX cost_card_product_link_item_idx ON public.cost_card_product_link USING btree (item_id),True,REMODEL,pos_product_mapping | pos_product_mapping_review | cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_product_link,cost_card_product_link_pkey,CREATE UNIQUE INDEX cost_card_product_link_pkey ON public.cost_card_product_link USING btree (pos_item_id),True,REMODEL,pos_product_mapping | pos_product_mapping_review | cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_recipe,cost_card_recipe_item_id_version_key,"CREATE UNIQUE INDEX cost_card_recipe_item_id_version_key ON public.cost_card_recipe USING btree (item_id, version)",True,VERSION_IN_PLACE,cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_recipe,cost_card_recipe_item_status_idx,"CREATE INDEX cost_card_recipe_item_status_idx ON public.cost_card_recipe USING btree (item_id, status, effective_from DESC, version DESC)",True,VERSION_IN_PLACE,cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_recipe,cost_card_recipe_pkey,CREATE UNIQUE INDEX cost_card_recipe_pkey ON public.cost_card_recipe USING btree (id),True,VERSION_IN_PLACE,cost_card_recipe_version,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_recipe_item,cost_card_recipe_item_component_idx,"CREATE INDEX cost_card_recipe_item_component_idx ON public.cost_card_recipe_item USING btree (component_item_id, recipe_id)",True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_recipe_item,cost_card_recipe_item_pkey,CREATE UNIQUE INDEX cost_card_recipe_item_pkey ON public.cost_card_recipe_item USING btree (id),True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,cost_card_recipe_item,cost_card_recipe_item_recipe_id_seq_key,"CREATE UNIQUE INDEX cost_card_recipe_item_recipe_id_seq_key ON public.cost_card_recipe_item USING btree (recipe_id, seq)",True,MIGRATE_REKEY,cost_card_recipe_component,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,daily_breakdown,daily_breakdown_pkey,"CREATE UNIQUE INDEX daily_breakdown_pkey ON public.daily_breakdown USING btree (date, dim_type, dim_value)",True,MIGRATE,pos_daily_breakdown | v_pos_daily_breakdown_current,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,daily_push_log,daily_push_log_kind_recipient_date_key,"CREATE UNIQUE INDEX daily_push_log_kind_recipient_date_key ON public.daily_push_log USING btree (kind, recipient, date)",True,MERGE_QUEUE_NATURAL_KEY,msg_outbound_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,daily_push_log,daily_push_log_pkey,CREATE UNIQUE INDEX daily_push_log_pkey ON public.daily_push_log USING btree (id),True,MERGE_QUEUE_NATURAL_KEY,msg_outbound_message,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,daily_revenue,daily_revenue_finance_template_slot_idx,"CREATE INDEX daily_revenue_finance_template_slot_idx ON public.daily_revenue USING btree (store, ""substring""((date)::text, 1, 7), date) WHERE (import_source = 'finance_template'::text)",True,SPLIT_BY_WRITER,pos_sales_day | finance_sales_daily,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,daily_revenue,daily_revenue_store_date_idx,"CREATE INDEX daily_revenue_store_date_idx ON public.daily_revenue USING btree (store, date)",True,SPLIT_BY_WRITER,pos_sales_day | finance_sales_daily,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,daily_revenue,uk_daily_revenue_date,CREATE UNIQUE INDEX uk_daily_revenue_date ON public.daily_revenue USING btree (date),True,SPLIT_BY_WRITER,pos_sales_day | finance_sales_daily,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,daily_revenue,uk_daily_revenue_date_store,"CREATE UNIQUE INDEX uk_daily_revenue_date_store ON public.daily_revenue USING btree (date, store)",True,SPLIT_BY_WRITER,pos_sales_day | finance_sales_daily,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,daily_review,daily_review_pkey,CREATE UNIQUE INDEX daily_review_pkey ON public.daily_review USING btree (id),True,MIGRATE,ops_daily_review | ops_review_action,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,daily_review,uk_review_date,CREATE UNIQUE INDEX uk_review_date ON public.daily_review USING btree (date),True,MIGRATE,ops_daily_review | ops_review_action,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,employee_events,employee_events_pkey,CREATE UNIQUE INDEX employee_events_pkey ON public.employee_events USING btree (id),True,MIGRATE_REKEY,hr_employee_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,employee_events,idx_employee_events_employee_created,"CREATE INDEX idx_employee_events_employee_created ON public.employee_events USING btree (employee_id, created_at DESC)",True,MIGRATE_REKEY,hr_employee_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,employee_events,idx_employee_events_type_created,"CREATE INDEX idx_employee_events_type_created ON public.employee_events USING btree (event_type, created_at DESC)",True,MIGRATE_REKEY,hr_employee_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,employee_events,idx_events_employee,CREATE INDEX idx_events_employee ON public.employee_events USING btree (employee_id),True,MIGRATE_REKEY,hr_employee_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
INDEX,employee_events,idx_events_type,CREATE INDEX idx_events_type ON public.employee_events USING btree (event_type),True,MIGRATE_REKEY,hr_employee_event,REIMPLEMENT_OR_REPLACE_AFTER_SEMANTIC_EQUIVALENCE_REVIEW,EXPLAIN/INDEX_USAGE_AND_UNIQUENESS,DESIGN_MAPPED_NOT_EXECUTED
